num_nodes,num_salesmen,num_instances,valid_count,avg_total_cost,avg_longest_route_cost,avg_runtime_seconds,min_total_cost,max_total_cost
51,2,1,1,453.1691444955861,236.42571414203863,0.0993941999995513,453.1691444955861,453.1691444955861
51,3,1,1,486.3907313299737,169.4308670802632,0.0496180999998614,486.3907313299737,486.3907313299737
51,5,1,1,556.0751448173305,138.86461573165238,0.1750818999998955,556.0751448173305,556.0751448173305
51,7,1,1,614.283605512589,136.54909561663956,0.4888662000003023,614.283605512589,614.283605512589
52,2,1,1,9255.993771127689,4713.244593860469,0.1545764000002236,9255.993771127689,9255.993771127689
52,3,1,1,8987.269376218741,4051.393115464334,0.3321163999999044,8987.269376218741,8987.269376218741
52,5,1,1,10193.02489853766,2880.737697422563,0.230165200000556,10193.02489853766,10193.02489853766
52,7,1,1,10144.04074178395,3535.4696224926925,0.6993276000002879,10144.04074178395,10144.04074178395
76,2,1,1,605.1545859324265,304.62710243150593,0.3106924000003346,605.1545859324265,605.1545859324265
76,3,1,1,629.332251203022,215.1881576936633,0.1866801999995004,629.332251203022,629.332251203022
76,5,1,1,715.3870347955672,156.4831687518204,0.5052806999992754,715.3870347955672,715.3870347955672
76,7,1,1,791.7143071670203,161.12924327253708,0.9966986999997972,791.7143071670203,791.7143071670203
99,2,1,1,1447.3198068382862,805.1070354086385,0.86586140000054,1447.3198068382862,1447.3198068382862
99,3,1,1,1560.0285761710109,585.0075963319316,0.6890918999997666,1560.0285761710109,1560.0285761710109
99,5,1,1,1998.3365377451337,512.9443718548544,3.3421190999997634,1998.3365377451337,1998.3365377451337
99,7,1,1,2322.561984203928,503.4569365194618,9.939561899999717,2322.561984203928,2322.561984203928
