num_instances,strategy1_avg_total_cost,strategy2_avg_total_cost,strategy1_avg_longest_route_cost,strategy2_avg_longest_route_cost,strategy1_avg_runtime_seconds,strategy2_avg_runtime_seconds,avg_delta_total_cost,avg_delta_total_cost_percent,avg_delta_longest_route_cost,avg_delta_longest_route_percent,strategy1_better_total_cost_count,strategy2_better_total_cost_count,tie_total_cost_count,strategy1_better_longest_route_count,strategy2_better_longest_route_count,tie_longest_route_count,all_strategy1_valid,all_strategy2_valid
16,3172.5051561174946,3186.5406842122165,1194.1286833796917,1169.6212052193491,1.108189312499917,0.8966716687500593,14.035528094722505,0.5188843540980254,-24.507478160342476,0.06831164382778188,7,7,2,7,4,5,True,True
